FromBIC,ToBIC,TimeTakenInMinutes
INGBNL2AXXX,CRESCHZZXXX,138
CRLYFRPPXXX,INGBNL2AXXX,170
INGBNL2AXXX,CRLYFRPPXXX,170
AGRIFRPPXXX,INGBNL2AXXX,212
INGBNL2AXXX,AGRIFRPPXXX,212
HSBCGB2LXXX,INGBNL2AXXX,168
INGBNL2AXXX,HSBCGB2LXXX,168
SBININBBFXD,INGBNL2AXXX,166
INGBNL2AXXX,SBININBBFXD,166
ANZBAU3MXXX,INGBNL2AXXX,113
INGBNL2AXXX,ANZBAU3MXXX,113
BOTKJPJTXXX,INGBNL2AXXX,171
INGBNL2AXXX,BOTKJPJTXXX,171
BARCGB22XXX,INGBNL2AXXX,66
INGBNL2AXXX,BARCGB22XXX,66
SMBCJPJTXXX,INGBNL2AXXX,66
INGBNL2AXXX,SMBCJPJTXXX,66
CUSCAU2SXXX,INGBNL2AXXX,143
INGBNL2AXXX,CUSCAU2SXXX,143
ICICINBBCTS,INGBNL2AXXX,83
INGBNL2AXXX,ICICINBBCTS,83
WFBIUS6SXXX,INGBNL2AXXX,228
INGBNL2AXXX,WFBIUS6SXXX,228
ABOCCNBJXXX,INGBNL2AXXX,76
INGBNL2AXXX,ABOCCNBJXXX,76
BKCHCNBJXXX,INGBNL2AXXX,175
INGBNL2AXXX,BKCHCNBJXXX,175
HYVEDEMMXXX,INGBNL2AXXX,227
INGBNL2AXXX,HYVEDEMMXXX,227
HELADEF1RRS,INGBNL2AXXX,212
INGBNL2AXXX,HELADEF1RRS,212
BOFAUS3NXXX,INGBNL2AXXX,240
INGBNL2AXXX,BOFAUS3NXXX,240
BAFUCH22XXX,INGBNL2AXXX,224
INGBNL2AXXX,BAFUCH22XXX,224
UTIBINBBXXX,INGBNL2AXXX,220
INGBNL2AXXX,UTIBINBBXXX,220
CITIUS33XXX,INGBNL2AXXX,106
INGBNL2AXXX,CITIUS33XXX,106
CHASUS33XXX,INGBNL2AXXX,86
INGBNL2AXXX,CHASUS33XXX,86
HDFCINBBXXX,INGBNL2AXXX,76
INGBNL2AXXX,HDFCINBBXXX,76
UBSWCHZH80A,INGBNL2AXXX,184
INGBNL2AXXX,UBSWCHZH80A,184
CCBCCNBJXXX,INGBNL2AXXX,68
INGBNL2AXXX,CCBCCNBJXXX,68
RBOSGB2LXXX,INGBNL2AXXX,81
INGBNL2AXXX,RBOSGB2LXXX,81
SOGEFRPPXXX,INGBNL2AXXX,99
INGBNL2AXXX,SOGEFRPPXXX,99
MIDLGB22XXX,INGBNL2AXXX,109
INGBNL2AXXX,MIDLGB22XXX,109
COBADEFFXXX,INGBNL2AXXX,144
INGBNL2AXXX,COBADEFFXXX,144
WPACAU2SXXX,INGBNL2AXXX,182
INGBNL2AXXX,WPACAU2SXXX,182
PCBCCNBJXXX,INGBNL2AXXX,191
INGBNL2AXXX,PCBCCNBJXXX,191
CMBCCNBSXXX,PCBCCNBJXXX,96
PCBCCNBJXXX,CMBCCNBSXXX,96
INDCCNSHXXX,PCBCCNBJXXX,23
PCBCCNBJXXX,INDCCNSHXXX,23
UNIACNBJXXX,PCBCCNBJXXX,51
PCBCCNBJXXX,UNIACNBJXXX,51
CETCCNBJXXX,PCBCCNBJXXX,76
PCBCCNBJXXX,CETCCNBJXXX,76
PSBCCNBJXXX,PCBCCNBJXXX,96
PCBCCNBJXXX,PSBCCNBJXXX,96
ABOCCNBJXXX,PCBCCNBJXXX,122
PCBCCNBJXXX,ABOCCNBJXXX,122
BKCHCNBJXXX,PCBCCNBJXXX,112
PCBCCNBJXXX,BKCHCNBJXXX,112
CCBCCNBJXXX,PCBCCNBJXXX,50
PCBCCNBJXXX,CCBCCNBJXXX,50
BOCMCNBJXXX,PCBCCNBJXXX,126
PCBCCNBJXXX,BOCMCNBJXXX,126
BNPAFRPPXXX,PCBCCNBJXXX,220
PCBCCNBJXXX,BNPAFRPPXXX,220
KNABNL2HXXX,PCBCCNBJXXX,203
PCBCCNBJXXX,KNABNL2HXXX,203
MHCBJPJTXXX,PCBCCNBJXXX,77
PCBCCNBJXXX,MHCBJPJTXXX,77
ABNANL2AXXX,PCBCCNBJXXX,207
PCBCCNBJXXX,ABNANL2AXXX,207
DEUTDEBBXXX,PCBCCNBJXXX,220
PCBCCNBJXXX,DEUTDEBBXXX,220
MMTOJPJTXXX,PCBCCNBJXXX,193
PCBCCNBJXXX,MMTOJPJTXXX,193
NATAAU3302S,PCBCCNBJXXX,194
PCBCCNBJXXX,NATAAU3302S,194
BLKBCH22XXX,PCBCCNBJXXX,191
PCBCCNBJXXX,BLKBCH22XXX,191
CRESCHZZXXX,PCBCCNBJXXX,192
PCBCCNBJXXX,CRESCHZZXXX,192
CRLYFRPPXXX,PCBCCNBJXXX,178
PCBCCNBJXXX,CRLYFRPPXXX,178
AGRIFRPPXXX,PCBCCNBJXXX,171
PCBCCNBJXXX,AGRIFRPPXXX,171
HSBCGB2LXXX,PCBCCNBJXXX,239
PCBCCNBJXXX,HSBCGB2LXXX,239
SBININBBFXD,PCBCCNBJXXX,204
PCBCCNBJXXX,SBININBBFXD,204
ANZBAU3MXXX,PCBCCNBJXXX,187
PCBCCNBJXXX,ANZBAU3MXXX,187
BOTKJPJTXXX,PCBCCNBJXXX,182
PCBCCNBJXXX,BOTKJPJTXXX,182
BARCGB22XXX,PCBCCNBJXXX,213
PCBCCNBJXXX,BARCGB22XXX,213
SMBCJPJTXXX,PCBCCNBJXXX,209
PCBCCNBJXXX,SMBCJPJTXXX,209
CUSCAU2SXXX,PCBCCNBJXXX,221
PCBCCNBJXXX,CUSCAU2SXXX,221
ICICINBBCTS,PCBCCNBJXXX,81
PCBCCNBJXXX,ICICINBBCTS,81
WFBIUS6SXXX,PCBCCNBJXXX,112
PCBCCNBJXXX,WFBIUS6SXXX,112
HYVEDEMMXXX,PCBCCNBJXXX,163
PCBCCNBJXXX,HYVEDEMMXXX,163
HELADEF1RRS,PCBCCNBJXXX,213
PCBCCNBJXXX,HELADEF1RRS,213
BOFAUS3NXXX,PCBCCNBJXXX,60
PCBCCNBJXXX,BOFAUS3NXXX,60
BAFUCH22XXX,PCBCCNBJXXX,184
PCBCCNBJXXX,BAFUCH22XXX,184
UTIBINBBXXX,PCBCCNBJXXX,93
PCBCCNBJXXX,UTIBINBBXXX,93
CITIUS33XXX,PCBCCNBJXXX,160
PCBCCNBJXXX,CITIUS33XXX,160
CHASUS33XXX,PCBCCNBJXXX,133
PCBCCNBJXXX,CHASUS33XXX,133
HDFCINBBXXX,PCBCCNBJXXX,80
PCBCCNBJXXX,HDFCINBBXXX,80
UBSWCHZH80A,PCBCCNBJXXX,132
PCBCCNBJXXX,UBSWCHZH80A,132
RABONL2UXXX,PCBCCNBJXXX,193
PCBCCNBJXXX,RABONL2UXXX,193
RBOSGB2LXXX,PCBCCNBJXXX,73
PCBCCNBJXXX,RBOSGB2LXXX,73
SOGEFRPPXXX,PCBCCNBJXXX,111
PCBCCNBJXXX,SOGEFRPPXXX,111
MIDLGB22XXX,PCBCCNBJXXX,155
PCBCCNBJXXX,MIDLGB22XXX,155
COBADEFFXXX,PCBCCNBJXXX,90
PCBCCNBJXXX,COBADEFFXXX,90
WPACAU2SXXX,PCBCCNBJXXX,78
PCBCCNBJXXX,WPACAU2SXXX,78
INGBNL2AXXX,PCBCCNBJXXX,135
PCBCCNBJXXX,INGBNL2AXXX,135
